gyro,accel,compl005,compl002,compl05,compl2,compl5
-0.0001388856,0.00008086115,-0.00023295527,-0.00019511515,-0.00027091146,-0.09405072,-inf
-0.00013870599,-0.00087593496,-0.00026493362,-0.00020855553,-0.0005733334,0.09229867,inf
-0.00014065807,-0.0016381834,-0.0003354506,-0.00023906113,-0.0011067344,-0.09557308,-inf
-0.000143676,0.0017119814,-0.000235946,-0.00020299785,0.00030111452,0.09900007,inf
-0.00013923299,0.0019059777,-0.00012462895,-0.00015646419,0.0011057677,-0.09519255,-inf
-0.00014758017,0.00060774013,-0.00009594031,-0.00014936033,0.0008525803,0.09641638,inf
-0.00014740055,-0.0005664043,-0.00011929287,-0.0001575252,0.00014317781,-0.097549364,-inf
-0.00015255019,0.00047986396,-0.000094227165,-0.00014982406,0.00030894607,0.098514244,inf
-0.00015769982,-0.00008274242,-0.00009854508,-0.00015352906,0.000110527006,-0.09867458,-inf
-0.0001511251,-0.0019308366,-0.00018391367,-0.00018263201,-0.00090686744,0.094806336,inf
-0.00016160398,-0.004244389,-0.00039689237,-0.00027413646,-0.0025808676,-0.10328464,-inf
-0.0001624902,-0.0026871432,-0.00051224686,-0.00032326512,-0.0026344485,0.09791124,inf
-0.00016337643,-0.00199968,-0.0005874604,-0.00035766195,-0.0023175073,-0.10190971,-inf
-0.00016639437,0.00042340904,-0.00053978397,-0.00034499812,-0.0009485581,0.10275955,inf
-0.0001587538,-0.00047368743,-0.00052922056,-0.00034008414,-0.0007073025,-0.103714556,-inf
-0.00016923268,-0.0002469439,-0.0005250617,-0.00034849066,-0.00048236264,0.10323115,inf
-0.0001615921,0.005588578,-0.00021212117,-0.00022226154,0.002556928,-0.09206164,-inf
-0.00015714909,-0.0017219055,-0.00028338953,-0.00024790026,0.00041973277,0.08861339,inf
-0.00016443041,0.0025417712,-0.00014904876,-0.00019924255,0.0014771112,-0.08352257,-inf
-0.00016211909,-0.0034248978,-0.00031064544,-0.00026149055,-0.0009727376,0.07667047,inf
-0.00016513703,-0.0012660772,-0.00036128404,-0.00028453986,-0.0011209163,-0.079199605,-inf
-0.00016602325,-0.0071004406,-0.0006990838,-0.00042172638,-0.0041111214,0.06499961,inf
-0.00016051438,0.0014729202,-0.00058525015,-0.00037843478,-0.0013163462,-0.062059276,-inf
-0.0001614006,0.00064306706,-0.00052467623,-0.00035887328,-0.00033708272,0.0633463,inf
-0.00016122099,-0.0036703236,-0.00068178796,-0.00042492626,-0.0020036134,-0.07068712,-inf
-0.00016530477,-0.0014890209,-0.0007260292,-0.00045021027,-0.0017483591,0.067713164,inf
-0.00016938854,-0.0009762924,-0.000742422,-0.00046473404,-0.0013643675,-0.06966166,-inf
-0.00016814307,0.0043737963,-0.00048542788,-0.00036674287,0.0015053372,0.07840801,inf
-0.0001668976,0.0006640982,-0.00042676838,-0.00034490548,0.0010853405,-0.077081054,-inf
-0.00016245458,0.0012586955,-0.0003382743,-0.0003084793,0.0011742394,0.079594,inf
-0.00016227497,-0.0011172276,-0.0003770513,-0.00032447823,0.000028595736,-0.08182864,-inf
-0.00016635875,-0.0002194792,-0.0003730523,-0.00032638037,-0.00009748362,0.08139376,inf
-0.00016084987,-0.0048808884,-0.0005932107,-0.00041207185,-0.0024864315,-0.09116104,-inf
-0.0001659995,0.0025301874,-0.0004419329,-0.00035827333,0.000019303174,0.096226566,inf
-0.00015729308,0.0001279097,-0.00040516967,-0.0003400174,0.00007795965,-0.09597945,-inf
-0.00016244271,-0.0038280068,-0.00058120367,-0.00041482382,-0.0018775983,0.088328585,inf
-0.00016332894,0.004241394,-0.00034091563,-0.000322568,0.0011814546,-0.07984491,-inf
-0.00017167612,-0.0020742677,-0.00043551307,-0.00036578224,-0.00045058015,0.075704716,inf
-0.00018535255,-0.0012038145,-0.00048692076,-0.0003959458,-0.00083403557,-0.07809867,-inf
-0.00018730463,-0.00090168417,-0.00050951337,-0.00040797362,-0.0008688359,0.07629725,inf
-0.00018072991,-0.0034437105,-0.00064997724,-0.00046224514,-0.002152986,-0.083191246,-inf
-0.000182682,-0.00027346052,-0.00063300587,-0.0004603825,-0.0012141992,0.08264628,inf
-0.00017823897,-0.00031840988,-0.0006130552,-0.0004531889,-0.00076408306,-0.08328754,-inf
-0.0001897837,-0.0020480864,-0.0006957743,-0.0004964007,-0.0014118571,0.07920291,inf
-0.00019386748,0.0013879519,-0.0005954675,-0.00046271578,-0.0000139944605,-0.07642293,-inf
-0.00018409522,-0.004106991,-0.00076176005,-0.00052602444,-0.0020556066,0.06819917,inf
-0.0001860473,0.005471442,-0.00045195437,-0.00040798815,0.0017069416,-0.057254337,-inf
-0.00018160428,0.0009644497,-0.0003769133,-0.00037618523,0.0013379172,0.059178792,inf
-0.00018142466,0.0052270405,-0.00009654494,-0.00026394468,0.0032825687,-0.04872489,-inf
-0.00018444259,0.002486959,0.000029763236,-0.00021188418,0.002883255,0.053701825,inf
-0.00017786787,0.00047974288,0.0000585082,-0.00019160841,0.0016847863,-0.052748915,-inf
-0.00018621505,-0.0021054856,-0.00005762131,-0.00023806619,-0.00021452329,0.048546292,inf
-0.00019775979,-0.00038548931,-0.000084982195,-0.0002523285,-0.00030577867,-0.049305726,-inf
-0.00019864601,0.0018404871,0.000010449352,-0.0002113407,0.0007669111,0.052987587,inf
-0.00019740054,0.00003075786,0.0000126479745,-0.00020527818,0.0003994572,-0.052927315,-inf
-0.00020468187,0.0013267305,0.00007143484,-0.0001817737,0.00085945317,0.05558806,inf
-0.00020023885,-0.0014428236,-0.000000057210855,-0.00020264054,-0.00028946367,-0.05847815,-inf
-0.00019153242,0.0000048466027,0.00000845908,-0.0001899585,-0.00013795533,0.058479138,inf
-0.00019241865,0.0019745454,0.000105921485,-0.00014753692,0.0009178519,-0.05452916,-inf
-0.00019117318,0.000687208,0.00013616901,-0.00012962148,0.0008031527,0.055902332,inf
-0.00019099357,-0.000466194,0.000106221494,-0.00013617691,0.00016856915,-0.0568349,-inf
-0.0001982749,-0.00052735396,0.00006762546,-0.00015113616,-0.00018303306,0.055787474,inf
-0.00019916112,0.0013786778,0.00013233616,-0.00012140839,0.0005973792,-0.05302923,-inf
-0.00019152055,0.00044240616,0.0001550982,-0.00010264434,0.00052371295,0.053906403,inf
-0.00019347263,0.0028239265,0.00028668513,-0.00004602597,0.0016728437,-0.0482566,-inf
-0.00020075396,-0.0013144165,0.00019971277,-0.00007852948,0.00017557293,0.04563505,inf
-0.0001973768,-0.0024101324,0.00007242881,-0.00012185192,-0.0011155911,-0.050458692,-inf
-0.00020039472,-0.0024134852,-0.000054733922,-0.00017064215,-0.0017660472,0.04563474,inf
-0.00020128094,-0.0050341357,-0.00030454592,-0.0002687805,-0.0034005346,-0.055702124,-inf
-0.00021069396,0.0005360618,-0.00027145792,-0.00026190843,-0.001436943,0.05678366,inf
-0.00021051435,0.00046066567,-0.00023468108,-0.00024728093,-0.00048804883,-0.05586251,-inf
-0.00021886153,-0.0011978373,-0.00029076872,-0.0002744723,-0.00084711664,0.053475183,inf
-0.00021335266,-0.004959531,-0.00051897345,-0.0003627748,-0.0029005695,-0.063399754,-inf
-0.00021530474,0.0042775217,-0.00028100313,-0.00027188193,0.0006875001,0.071956754,inf
-0.00021299341,0.00054626167,-0.00023744414,-0.000253254,0.00061803655,-0.07086654,-inf
-0.0002128138,0.0009306092,-0.00017887083,-0.0002294007,0.00077441265,0.072727576,inf
-0.00021902927,-0.0032356568,-0.00033761482,-0.00029561698,-0.0012337298,-0.079192676,-inf
-0.00021671795,-0.00062315725,-0.0003496962,-0.0002999027,-0.00092728785,0.077944055,inf
-0.00021760417,-0.008188775,-0.00074249203,-0.00045854866,-0.0045584743,-0.094320714,-inf
-0.00022595136,-0.0007884912,-0.0007527218,-0.00047332776,-0.0026776562,0.09275208,inf
-0.00023323268,-0.005530348,-0.0009985203,-0.0005816039,-0.004107643,-0.1038055,-inf
-0.00022346042,0.002581926,-0.0008102143,-0.0005087565,-0.00075797224,0.10895957,inf
-0.00022647835,-0.0026207585,-0.0009036086,-0.00055395416,-0.0016908743,-0.114198074,-inf
-0.00023056213,0.000054746866,-0.00085957046,-0.00054578227,-0.0008201056,0.11431165,inf
-0.00023251421,0.003144484,-0.0006612222,-0.00047388996,0.0011612131,-0.10802073,-inf
-0.00023020289,0.0017288793,-0.0005395214,-0.0004275695,0.0014462019,0.11147618,inf
-0.00023322081,0.00023945048,-0.00050343986,-0.00041718667,0.00084131723,-0.110994264,-inf
-0.00022771193,-0.0011634119,-0.00053120503,-0.0004267125,-0.00015829288,0.108661935,inf
-0.00023499326,0.00014248304,-0.0005044379,-0.0004224643,-0.000011545584,-0.10836969,-inf
-0.0002401429,0.00014221855,-0.0004769972,-0.00041621728,0.00006276167,0.10865928,inf
-0.00024209497,0.004945049,-0.00020774934,-0.000310905,0.0025029294,-0.098767236,-inf
-0.00024191536,0.001485914,-0.00012289555,-0.00027479258,0.0019945116,0.101738885,inf
-0.00023747234,0.00022501312,-0.00010127925,-0.0002604423,0.0011119839,-0.101293296,-inf
-0.00021917326,-0.00027658418,-0.000092660375,-0.00024283204,0.0004268494,0.10072183,inf
-0.00021899365,-0.0017858334,-0.00017714838,-0.00027351605,-0.00067940215,-0.104293674,-inf
-0.00022840667,-0.0006631445,-0.00021039056,-0.00029053338,-0.0006759799,0.1029768,inf
-0.00022502951,-0.0011738949,-0.00025535747,-0.00030489097,-0.0009232488,-0.105327964,-inf
-0.00022378404,-0.0004969239,-0.0002662526,-0.00030751107,-0.0007094636,0.10433287,inf
-0.00022893367,-0.0039613824,-0.00045590126,-0.00038563512,-0.0023379978,-0.11225049,-inf
-0.00022449065,0.00046010315,-0.00040588016,-0.00036436622,-0.00093672576,0.11316626,inf
-0.00022750857,-0.005797661,-0.00067833625,-0.00047598968,-0.0033687023,-0.124758564,-inf
-0.0002219997,-0.001176862,-0.0006980291,-0.00048460843,-0.0022700278,0.12239933,inf
-0.00022821517,0.002332218,-0.00055242144,-0.00043436312,0.000027987408,-0.11772868,-inf
-0.0002333648,0.0046424177,-0.00029757162,-0.00033787414,0.0023326278,0.12701866,inf
-0.00023638274,-0.00033628196,-0.00030237416,-0.00034079986,0.0009966639,-0.1276882,-inf
-0.00023407141,-0.0009939428,-0.00033475686,-0.00035159764,0.0000025162008,0.125698,inf
-0.00022856254,0.0035423692,-0.00013566713,-0.00026831962,0.0017751971,-0.11861877,-inf
-0.00023051462,-0.004949251,-0.0003782008,-0.00036385132,-0.001588003,0.108722225,inf
-0.00022926915,0.0028957482,-0.00021332015,-0.00029743876,0.0006544954,-0.10293198,-inf
-0.00023015538,-0.00072274543,-0.00023963331,-0.00030681342,-0.000034568133,0.10148737,inf
-0.00023850256,0.005004326,0.000014634847,-0.00020877087,0.0024807053,-0.091470376,-inf
-0.00025004728,0.0058482103,0.00029534614,-0.00009894509,0.0041586854,0.103178345,inf
-0.00026372372,-0.0017451979,0.00018032631,-0.00014527305,0.0011999055,-0.10665506,-inf
-0.000257149,0.0029750988,0.00032631092,-0.0000764224,0.0020907894,0.11259869,inf
-0.00026123278,-0.0028599612,0.00016311771,-0.00013609529,-0.00038662786,-0.11831453,-inf
-0.00027384335,-0.00061592273,0.00011218564,-0.0001580502,-0.0005075806,0.11709529,inf
-0.00026513694,0.004536934,0.00034169416,-0.000055618228,0.00201903,-0.10803013,-inf
-0.00026282563,0.000205677,0.00033708903,-0.00004812723,0.0011135092,0.10843918,inf
-0.00025944845,-0.0028453432,0.00018117572,-0.000100761914,-0.0008642284,-0.11413324,-inf
-0.00026779564,-0.00035664625,0.00014635481,-0.00011405984,-0.0006146109,0.113428295,inf
-0.00027294527,0.0035822205,0.00031325594,-0.000045180874,0.00148123,-0.106258705,-inf
-0.00027916074,-0.0020012558,0.00019162564,-0.00009039354,-0.00026312063,0.10226241,inf
-0.000272586,-0.002394572,0.00006856175,-0.00013003388,-0.0013255589,-0.10705812,-inf
-0.00027773564,-0.0007413868,0.000023172168,-0.00014730757,-0.0010360477,0.105580494,inf
-0.00027968772,-0.000776805,-0.000018681167,-0.00016181056,-0.00090740237,-0.10713215,-inf
-0.0002752447,-0.0054122945,-0.00028414096,-0.00026246608,-0.0031576268,0.09630312,inf
-0.00028039434,0.0016736016,-0.00019114595,-0.00022879138,-0.0007445874,-0.09295077,-inf
-0.00027914887,0.0026579127,-0.00004750982,-0.00016983676,0.0009572854,0.09826535,inf
-0.0002779034,-0.003958037,-0.00024185299,-0.0002443802,-0.0014997531,-0.106182665,-inf
-0.00028092132,-0.0033647902,-0.0004008669,-0.00030974598,-0.0024337806,0.0994561,inf
-0.0002850051,-0.0010551773,-0.00043746203,-0.00032865672,-0.0017465209,-0.10156237,-inf
-0.00027843038,-0.005842545,-0.0007014702,-0.00043249124,-0.0037912456,0.08987071,inf
-0.0002707898,-0.0016576685,-0.00074202154,-0.00044950703,-0.0027206368,-0.09319369,-inf
-0.00027061018,0.0016403385,-0.00062273286,-0.0004075341,-0.0005400594,0.096474186,inf
-0.0002800232,0.000011993572,-0.00059993897,-0.0004083683,-0.00026873944,-0.09644079,-inf
-0.000284107,0.0033377893,-0.00040693214,-0.00033744727,0.001532483,0.10312045,inf
-0.00028712492,-0.001744518,-0.00047667846,-0.00036854626,-0.00010752649,-0.10660647,-inf
-0.00027735264,-0.00071332604,-0.00047922716,-0.00036586504,-0.00040554014,0.10517004,inf
-0.00027397546,0.0026015695,-0.000321979,-0.0003032067,0.0010997033,-0.09997028,-inf
-0.0002812568,-0.0013661887,-0.00038110674,-0.00033160206,-0.0001368834,0.09724519,inf
-0.00027574794,0.00072476454,-0.00032057977,-0.00030507607,0.000296695,-0.09580116,-inf
-0.00028089757,-0.006423942,-0.00063064,-0.00043250003,-0.0030661982,0.08295842,inf
-0.0002796521,-0.0005327426,-0.0006245619,-0.00043328432,-0.0017988477,-0.08402515,-inf
-0.0002837359,0.0012806188,-0.00053318247,-0.00040300837,-0.0002611563,0.08659047,inf
-0.00027502948,-0.00008074194,-0.00050228933,-0.00038803075,-0.00016659591,-0.08676066,-inf
-0.00027698156,0.00018285401,-0.0004698866,-0.0003785261,0.0000071530085,0.08712833,inf
-0.00028746045,-0.00057176687,-0.00048493556,-0.00039266024,-0.00028754637,-0.08826138,-inf
-0.00028941254,0.00399193,-0.00026294676,-0.0003068815,0.0018512157,0.096247196,inf
-0.00029136462,-0.004287605,-0.00046603417,-0.000388409,-0.0012191708,-0.10482045,-inf
-0.00029864596,-0.0004209578,-0.00047069762,-0.0003961957,-0.00082370493,0.103985816,inf
-0.00030166388,-0.005461227,-0.0007230911,-0.0005004539,-0.003143975,-0.11490525,-inf
-0.0003004184,-0.0016619451,-0.0007688506,-0.0005224632,-0.0024023373,0.11158012,inf
-0.0003108973,-0.0023689382,-0.0008588099,-0.000569662,-0.002390877,-0.11630752,-inf
-0.00030965183,0.0019699484,-0.0007161888,-0.0005176493,-0.00020984164,0.12024617,inf
-0.00031480147,-0.0057914015,-0.0009748416,-0.00062817096,-0.0030031963,-0.13182382,-inf
-0.0003114243,0.002432119,-0.00080128526,-0.0005636556,-0.00028385,0.13668469,inf
-0.00030698127,0.0043065306,-0.00054167357,-0.00046189767,0.0020135618,-0.12807606,-inf
-0.00030466996,-0.0017002318,-0.0005974057,-0.00048439926,0.00015782064,0.12467329,inf
-0.00030449033,-0.0030140951,-0.00071806955,-0.00053481717,-0.0014280474,-0.13070166,-inf
-0.0003107058,0.0012491159,-0.000625615,-0.0005052297,-0.00009257352,0.1332061,inf
-0.00030626278,0.00074865296,-0.0005526807,-0.00047579786,0.00033026125,-0.13171324,-inf
-0.00029755637,0.0029495973,-0.0003692957,-0.0003987577,0.0016442825,0.13760373,inf
-0.00028884996,-0.0006789211,-0.0003765059,-0.00039582868,0.00048703392,-0.13897027,-inf
-0.00028867033,-0.00051772594,-0.00038339623,-0.0003980906,-0.000015256199,0.13793464,inf
-0.00029168825,-0.000078398734,-0.00037101336,-0.00039465434,-0.00004833643,-0.1380884,-inf
-0.00027552087,0.005334329,-0.000070387236,-0.00026423065,0.0026510798,0.14874089,inf
-0.0002742754,0.00026623905,-0.00005237272,-0.0002524007,0.0014592821,-0.14820966,-inf
-0.00026023973,-0.0014513582,-0.00010898811,-0.0002626249,0.000010979769,0.14529291,inf
-0.00025473087,0.0023316387,0.00001827666,-0.00020534094,0.0011740637,-0.14063515,-inf
-0.00024389275,-0.0011558849,-0.000030135207,-0.00021373047,0.000014508434,0.13831255,inf
-0.00024051558,0.0042228177,0.00018572075,-0.00012168989,0.0021203517,-0.1298703,-inf
-0.00023713842,-0.0006209053,0.00014859776,-0.00012836457,0.0007514118,0.1286251,inf
-0.0002326954,0.0025412235,0.00027244992,-0.00007061865,0.0016485392,-0.12354709,-inf
-0.00024104258,0.0013752505,0.00031966012,-0.0000498815,0.0015077213,0.12630594,inf
-0.00023659956,0.0026920028,0.00044249813,0.0000093103445,0.0021020835,-0.12092637,-inf
