gyro,accel,compl005,compl002,compl05,compl2,compl5
-0.000003017929,-0.001146866,-0.000060210336,-0.00002589489,-0.000574942,-0.002290714,-0.0057222582
-0.000015628508,-0.004952525,-0.0003168061,-0.00013678585,-0.0027700388,-0.007601725,-0.0018231478
-0.000009053787,-0.0018318687,-0.00038631324,-0.00016424428,-0.0022976664,0.003931413,-0.001893051
-0.0000014132165,-0.0004909374,-0.0003842859,-0.00016329039,-0.0013904816,-0.0049209283,0.0050869547
-0.000012957946,-0.0035118908,-0.00055163365,-0.00024157624,-0.0024569584,-0.0020913086,-0.037861094
-0.000011712475,-0.0019834377,-0.00062204065,-0.0002751929,-0.0022195755,-0.0018768122,0.14152221
-0.000008335303,-0.000758769,-0.0006256688,-0.0002815548,-0.0014874836,0.000355897,-0.5698962
-0.000009221532,0.0002475977,-0.00058284734,-0.00027184025,-0.0006203861,0.00014018462,2.2808266
-0.000012239461,0.000001385808,-0.0005565027,-0.0002693333,-0.00031100912,-0.00013439509,-9.123287
-0.0000077964405,-0.0045022927,-0.0007495713,-0.00034963834,-0.0024044295,-0.008874633,36.47062
-0.000009748519,0.000832092,-0.00067234255,-0.0003279168,-0.00078714476,0.010540769,-145.8783
-0.000011700598,0.003778709,-0.0004516444,-0.00024769732,0.0014948061,-0.0029813992,583.5321
-0.00000086247746,-0.0030529257,-0.0005714122,-0.00029318052,-0.0007736407,-0.0031352902,-2334.1438
0.0000035805433,-0.0011815019,-0.00059769576,-0.0003065928,-0.0009753498,0.00076784333,9336.569
0.0000037601642,-0.0016693175,-0.0006511062,-0.00033367125,-0.0013222438,-0.004106658,-37346.285
0.0000007422352,-0.0025816336,-0.00075049966,-0.00038158806,-0.0019534477,-0.0010535913,149385.13
-0.0000012098437,-0.0027306378,-0.000851361,-0.0004304821,-0.0023430188,-0.0044057323,-597540.5
-0.000009557022,0.0001963377,-0.00080690585,-0.00042612595,-0.0010775141,0.0048067546,2390162
-0.000010443251,-0.0029296316,-0.000913884,-0.00047706458,-0.002004016,-0.010665132,-9560648
-0.00001132948,-0.0025570095,-0.0009968822,-0.000519532,-0.0022809557,0.0055519994,38242590
-0.000007952309,0.00010101125,-0.00093877915,-0.0005038116,-0.0010882836,-0.005353354,-152970370
-0.000008838538,0.003783716,-0.0007034963,-0.0004189295,0.001347273,0.012921672,611881500
-0.0000022638174,0.0017745756,-0.0005733467,-0.00036861617,0.0015642117,-0.009379096,-2447526000
0.000007508453,0.002125645,-0.00042911345,-0.00030915413,0.0018498146,0.013620614,9790104000
0.0000012929745,-0.0025816858,-0.00054264674,-0.00036069594,-0.00036904338,-0.018777769,-39160414000
-0.000004922504,-0.0053220196,-0.0007875201,-0.0004660136,-0.0028486392,0.008139946,156641660000
-0.000011137983,-0.0006233435,-0.00078521593,-0.00047525135,-0.001739099,-0.009380417,-626566600000
-0.000012024212,0.004585998,-0.0005174971,-0.00037489488,0.0014230064,0.0185533,2506266500000
-0.00002037139,0.0018105973,-0.00040902215,-0.00033936527,0.0016126282,-0.014923759,-10025066000000
-0.00001699422,-0.002829494,-0.0005268374,-0.0003858582,-0.00060674426,0.009261394,40100264000000
-0.000014682899,0.0013691168,-0.00042984393,-0.00034849363,0.00038234194,-0.006525472,-160401060000000
-0.000015569127,0.002657652,-0.00027631107,-0.00028923922,0.0015195538,0.011841662,641604200000000
-0.000018587056,0.0017857496,-0.00017607505,-0.00025069702,0.0016511427,-0.008267146,-2566417000000000
-0.000025868385,-0.00244103,-0.00029624006,-0.0003016394,-0.0003985843,0.0033923667,10265668000000000
-0.000039544815,-0.0017902236,-0.00038393185,-0.000344814,-0.0011012421,-0.0069591375,-41062670000000000
-0.000048957845,-0.0007011201,-0.0004087336,-0.0003611649,-0.00090588763,0.00556631,164250680000000000
-0.000048778224,0.0024784524,-0.00026420364,-0.0003041965,0.0007863722,-0.0006095851,-657002700000000000
-0.000043269352,0.0034559313,-0.00007296348,-0.00022359527,0.0021239063,0.007515939,2628011000000000000
-0.00004628728,-0.0027180891,-0.0002080868,-0.0002764427,-0.0002986004,-0.0129491,-10512044000000000000
-0.00004930521,-0.0036801565,-0.00038455732,-0.00034747453,-0.0019908873,0.005591804,42048175000000000000
-0.00004379634,-0.0018493924,-0.00045256567,-0.0003721142,-0.0019173855,-0.009296098,-168192700000000000000
-0.000040419167,0.0067280773,-0.00009032519,-0.00022680075,0.0024070344,0.022748876,672770800000000000000
-0.000041305397,-0.000008618459,-0.000087081775,-0.00022330561,0.0011987649,-0.022765227,-2691083200000000000000
-0.000042191627,0.0056762807,0.00020024444,-0.00010618239,0.0034370797,0.034118675,10764333000000000000000
-0.000051604657,-0.00053151324,0.00015471417,-0.00012391378,0.0014480767,-0.035172287,-43057330000000000000000
-0.000059951835,-0.0024842191,0.000014837686,-0.00017930013,-0.00052224484,0.030212197,172229320000000000000000
-0.000055508815,0.0005261861,0.000044625973,-0.00016083624,0.000004192145,-0.029164268,-688917300000000000000000
-0.000058526744,0.001669025,0.00012297889,-0.00012719657,0.0008350996,0.032505333,2755669200000000000000000
-0.000062610525,-0.0004155133,0.00009217469,-0.00013696501,0.00020775126,-0.033332277,-11022677000000000000000000
-0.000061365055,0.0010996256,0.00014373043,-0.00011101265,0.00065431115,0.035530284,44090707000000000000000000
-0.000059053735,0.0054773297,0.00041260617,0.0000030192969,0.003066976,-0.024577934,-176362830000000000000000000
-0.000057808265,0.0010995548,0.0004481368,0.000026170568,0.0020838883,0.026775798,705451300000000000000000000
-0.000060826194,-0.00036838464,0.00040444368,0.000015321893,0.00085624284,-0.02750955,-2821805200000000000000000000
-0.00007450263,0.003804041,0.00056143093,0.000077693374,0.0023233038,0.035131305,11287221000000000000000000000
-0.00007965226,0.0018505733,0.0006209959,0.00010810433,0.0020843637,-0.03142501,-45148884000000000000000000000
-0.00007520924,-0.003858246,0.00040125469,0.000033131488,-0.00088471954,0.023704074,180595530000000000000000000000
-0.000079293015,-0.002243176,0.00026515353,-0.000016396767,-0.0015659897,-0.028186344,-722382140000000000000000000000
-0.00008657434,-0.0013500601,0.00017747557,-0.000050205737,-0.0014616656,0.025493504,2889528600000000000000000000000
-0.00008213132,-0.0018231086,0.00008166722,-0.00008130964,-0.0016401657,-0.029144164,-11558114000000000000000000000000
-0.00008514925,-0.0029252172,-0.00007154404,-0.00014114536,-0.0022842004,0.023296747,46232457000000000000000000000000
-0.00008283793,0.0041064043,0.00013954914,-0.000053929267,0.0009122576,-0.01508625,-184929830000000000000000000000000
-0.00009544851,0.0017767735,0.00020943032,-0.000029673585,0.0013382102,0.01865241,739719300000000000000000000000000
-0.00009740059,0.0010274258,0.0002484756,-0.000010444635,0.001181842,-0.016595606,-2958877200000000000000000000000000
-0.00009615512,-0.0018978119,0.00014234443,-0.000046971418,-0.0003573622,0.012798736,11835509000000000000000000000000000
-0.00010343645,-0.0049013654,-0.000116758325,-0.000151195,-0.0026330044,-0.022594186,-47342036000000000000000000000000000
-0.00009366417,0.0023928322,0.000018004866,-0.00009073763,-0.000115199946,0.027370078,189368140000000000000000000000000000
-0.00009774795,-0.0046928097,-0.00022141545,-0.00018678117,-0.0024060467,-0.036751613,-757472600000000000000000000000000000
-0.00010289758,-0.0026839226,-0.00034943296,-0.00024177064,-0.0025475593,0.031388916,3029890300000000000000000000000000000
-0.00011231061,-0.004775334,-0.00057967036,-0.0003416667,-0.0036661532,-0.04093017,-12119561000000000000000000000000000000
-0.00011532854,0.00018226542,-0.0005444406,-0.00033414562,-0.0017434529,0.04129772,48478245000000000000000000000000000000
-0.00010768797,-0.0010539796,-0.000562659,-0.00034105455,-0.001394896,-0.04341332,-193912980000000000000000000000000000000
-0.00010750835,0.002970554,-0.0003858277,-0.00027464636,0.0007879188,0.049354248,inf
-0.00010413118,0.0052216426,-0.00010224586,-0.00016141095,0.0030064692,-0.03891434,-inf
-0.00009222721,-0.0022722278,-0.00019943618,-0.00019196139,0.0003730727,0.034357984,inf
-0.00008352079,0.003739249,0.000005769194,-0.000104804894,0.002060514,-0.026888192,-inf
-0.00008867042,0.0009663794,0.00004890756,-0.000088427856,0.0015108719,0.0288261,inf
-0.0000927542,-0.00085332245,-0.00000008353163,-0.00010772785,0.00032673287,-0.030528663,-inf
-0.00009150873,0.0035745576,0.00017983172,-0.000032861586,0.001951268,0.03767653,inf
-0.00009879006,-0.0015102271,0.000088411514,-0.00006954459,0.00021687977,-0.040689703,-inf
-0.00010820309,-0.0004655104,0.000051773037,-0.00008668868,-0.00012902184,0.039768096,inf
-0.00010589176,-0.000964554,0.000003152436,-0.00010198089,-0.00054563227,-0.041699514,-inf
-0.00010358044,0.003729619,0.00019167153,-0.000023083798,0.001593149,0.049156442,inf
-0.00010659837,-0.00052173994,0.00015313391,-0.00003601449,0.00053419557,-0.050196905,-inf
-0.00011281385,-0.0036303122,-0.0000419431,-0.00011399161,-0.0015511661,0.042942494,inf
-0.00011370007,-0.0051624896,-0.00029881235,-0.00021583008,-0.003357271,-0.053266585,-inf
-0.00010925705,-0.0011165272,-0.0003354772,-0.00022948986,-0.0022346776,0.051029086,inf
-0.000103748185,0.000092256814,-0.0003088571,-0.00021765623,-0.001068456,-0.050850082,-inf
-0.000102502716,0.0018106475,-0.00020169865,-0.0001758696,0.00037171855,0.054470133,inf
-0.00010338894,-0.000797065,-0.00023230887,-0.00018916202,-0.00021311633,-0.056063376,-inf
-0.00010214347,0.0018202718,-0.00012849664,-0.00014775278,0.0008042005,0.059702676,inf
-0.000100898,-0.0019428153,-0.00021802937,-0.00018243348,-0.00056868466,-0.06358955,-inf
-0.00010178423,-0.0006034989,-0.00023814476,-0.0001917233,-0.00058653485,0.06238344,inf
-0.000099472905,0.000700796,-0.00018900195,-0.00017160781,0.00005828624,-0.060984157,-inf
-0.000102490834,0.0057189967,0.000103530954,-0.0000567533,0.0028871326,0.07242517,inf
-0.00009698197,-0.002193693,-0.000006096816,-0.0000940934,0.00034947414,-0.076818064,-inf
-0.00009786819,0.004468221,0.00021677716,-0.000003715606,0.0024084046,0.08575539,inf
-0.00009875442,0.0012971871,0.00026995572,0.000021433942,0.0018523528,-0.08316013,-inf
-0.000106035746,0.0005406048,0.0002765709,0.000024681656,0.0011928382,0.08424862,inf
-0.00011438293,-0.0038973615,0.00005994446,-0.000061939434,-0.0013564352,-0.092034996,-inf
-0.00011633501,-0.0029262975,-0.000091222115,-0.00012113964,-0.0021423423,0.08618435,inf
-0.00011189199,-0.0041675186,-0.00029081607,-0.00019771306,-0.003152709,-0.09452383,-inf
-0.00011384407,0.0011589658,-0.00022018145,-0.00017249254,-0.0009978476,0.09684372,inf
-0.0001232571,0.00039509498,-0.00019836,-0.00017036556,-0.00030608283,-0.09604412,-inf
-0.00013480183,-0.000919573,-0.00024538813,-0.00019666355,-0.0006186003,0.094216526,inf
